epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.097,1.90668,4.4196,2.10736,0,0,0,0,0,0,0,0.0701596,0.0033156,0.0033156
2,206.037,1.9805,3.74956,2.15218,0,0,0,0,0,0,0,0.0400937,0.00658311,0.00658311
3,302.617,2.14466,3.60722,2.3158,0,0,0,0,0,0,0,0.00996193,0.00978462,0.00978462
4,394.57,2.29044,3.71051,2.5126,0,0,0,0,0,0,0,0.009703,0.009703,0.009703
5,486.081,2.28403,3.65522,2.55844,0,0,0,0,0,0,0,0.009604,0.009604,0.009604
6,579.317,2.2391,3.50377,2.51542,0,0,0,0,0,0,0,0.009505,0.009505,0.009505
7,676.573,2.19966,3.42479,2.46219,0,0,0,0,0,0,0,0.009406,0.009406,0.009406
8,770.258,2.13308,3.28864,2.41684,0,0,0,0,0,0,0,0.009307,0.009307,0.009307
9,864.879,2.10133,3.21438,2.3555,0,0,0,0,0,0,0,0.009208,0.009208,0.009208
10,957.444,2.06948,3.16567,2.35869,0,0,0,0,0,0,0,0.009109,0.009109,0.009109
11,1051.94,2.04234,3.11236,2.32902,0,0,0,0,0,0,0,0.00901,0.00901,0.00901
12,1145.75,2.05088,3.05675,2.31729,0,0,0,0,0,0,0,0.008911,0.008911,0.008911
13,1239.34,2.00928,2.99963,2.28437,0,0,0,0,0,0,0,0.008812,0.008812,0.008812
14,1332.29,1.95007,2.87026,2.21845,0,0,0,0,0,0,0,0.008713,0.008713,0.008713
15,1425.81,1.95135,2.83917,2.20255,0,0,0,0,0,0,0,0.008614,0.008614,0.008614
16,1519.75,1.94512,2.81604,2.21823,0,0,0,0,0,0,0,0.008515,0.008515,0.008515
17,1612.3,1.93656,2.82173,2.18492,0,0,0,0,0,0,0,0.008416,0.008416,0.008416
18,1705.88,1.93923,2.78449,2.19333,0,0,0,0,0,0,0,0.008317,0.008317,0.008317
19,1801.42,1.92059,2.7282,2.18011,0,0,0,0,0,0,0,0.008218,0.008218,0.008218
20,1894.5,1.88423,2.69229,2.15691,0,0,0,0,0,0,0,0.008119,0.008119,0.008119
21,1986.64,1.86944,2.65355,2.14423,0,0,0,0,0,0,0,0.00802,0.00802,0.00802
22,2080.64,1.85127,2.57922,2.10938,0,0,0,0,0,0,0,0.007921,0.007921,0.007921
23,2173.48,1.84862,2.58232,2.10371,0,0,0,0,0,0,0,0.007822,0.007822,0.007822
24,2266.63,1.8342,2.55475,2.08442,0,0,0,0,0,0,0,0.007723,0.007723,0.007723
25,2359.25,1.83846,2.51566,2.09225,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
26,2452.21,1.81594,2.46393,2.06993,0,0,0,0,0,0,0,0.007525,0.007525,0.007525
27,2544.26,1.81237,2.456,2.05572,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
28,2636.51,1.78749,2.42609,2.04052,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
29,2729.82,1.7721,2.38143,2.03137,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
30,2822.77,1.80038,2.4279,2.04316,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
31,2918.48,1.79272,2.42391,2.03666,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
32,3011.06,1.74184,2.33332,1.99481,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
33,3103.2,1.77141,2.33108,1.99997,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
34,3196.44,1.7598,2.34084,2.00235,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
35,3289.04,1.72476,2.24818,1.98536,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
36,3381.76,1.72924,2.2177,1.95231,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
37,3474.48,1.71679,2.25958,1.96246,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
38,3567.2,1.71083,2.22748,1.94801,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
39,3659.84,1.68423,2.16884,1.93724,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
40,3752.44,1.68921,2.16117,1.94051,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
41,3844.67,1.69314,2.16393,1.93292,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
42,3937.49,1.67921,2.13174,1.92868,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
43,4029.24,1.64424,2.0942,1.89309,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
44,4122.55,1.66432,2.13355,1.90905,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
45,4216.08,1.64536,2.10229,1.90537,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
46,4309.18,1.66841,2.07272,1.9102,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
47,4401.44,1.66495,2.10025,1.92346,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
48,4494.82,1.64574,2.06414,1.90561,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
49,4588.33,1.62775,2.04355,1.87822,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
50,4681.47,1.61069,1.98383,1.85866,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
51,4773.66,1.62784,2.04152,1.88532,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
52,4866.33,1.6066,1.98852,1.86311,0,0,0,0,0,0,0,0.004951,0.004951,0.004951
53,4959.52,1.6033,1.99655,1.852,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
54,5051.95,1.59736,1.95895,1.83655,0,0,0,0,0,0,0,0.004753,0.004753,0.004753
55,5145.37,1.58933,1.8789,1.8251,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
56,5237.15,1.58121,1.89008,1.81823,0,0,0,0,0,0,0,0.004555,0.004555,0.004555
57,5330.07,1.60505,1.94754,1.86266,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
58,5422.16,1.57871,1.90362,1.82805,0,0,0,0,0,0,0,0.004357,0.004357,0.004357
59,5514.37,1.57419,1.90351,1.81897,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
60,5607.8,1.57429,1.86015,1.81926,0,0,0,0,0,0,0,0.004159,0.004159,0.004159
61,5700.45,1.54965,1.83855,1.80307,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
62,5794.67,1.5739,1.84664,1.80907,0,0,0,0,0,0,0,0.003961,0.003961,0.003961
63,5887.66,1.54637,1.81902,1.79355,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
64,5980.15,1.55041,1.8363,1.7903,0,0,0,0,0,0,0,0.003763,0.003763,0.003763
65,6072.97,1.55024,1.80313,1.79485,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
66,6166.19,1.52222,1.7781,1.75747,0,0,0,0,0,0,0,0.003565,0.003565,0.003565
67,6259.18,1.52116,1.76227,1.76065,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
68,6352.52,1.51932,1.76203,1.75567,0,0,0,0,0,0,0,0.003367,0.003367,0.003367
69,6445.37,1.52749,1.76379,1.78397,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
70,6539.52,1.5106,1.75923,1.75247,0,0,0,0,0,0,0,0.003169,0.003169,0.003169
71,6631.82,1.51032,1.72681,1.76041,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
72,6725.39,1.48459,1.67455,1.72803,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
73,6817.16,1.50952,1.75695,1.76707,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
74,6910.74,1.47572,1.68382,1.7237,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
75,7003.09,1.47356,1.64694,1.7172,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
76,7096.6,1.47398,1.64452,1.71874,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
77,7188.85,1.4729,1.68393,1.73043,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
78,7281.26,1.46306,1.62247,1.7037,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
79,7372.52,1.44337,1.59296,1.67915,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
80,7468.66,1.45701,1.61796,1.69908,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
81,7561.17,1.44007,1.56204,1.68703,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
82,7653.42,1.46352,1.59712,1.70428,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
83,7745.5,1.4503,1.59172,1.70269,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
84,7838.16,1.4431,1.60721,1.69377,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
85,7930.57,1.42547,1.57259,1.67425,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
86,8028.73,1.27433,1.19184,1.55338,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
87,8120.59,1.29806,1.15504,1.5734,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
88,8213.34,1.30025,1.16422,1.58041,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
89,8304.85,1.26677,1.09151,1.54616,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
90,8397.36,1.25605,1.07941,1.54689,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
91,8489.56,1.26269,1.08229,1.53653,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
92,8580.78,1.25776,1.07024,1.53205,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
93,8672.97,1.2362,1.04768,1.52213,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
94,8765.67,1.2234,1.04018,1.50092,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
95,8857.33,1.22384,1.04543,1.49944,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
96,8948.53,1.23987,1.01601,1.51858,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
97,9040.37,1.24104,1.02942,1.51003,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
98,9132.33,1.22692,1.02047,1.50284,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
99,9223.88,1.21242,1.01361,1.49125,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
100,9386.14,1.21297,0.99997,1.49507,0.73744,0.56643,0.64732,0.35946,1.22155,1.57288,1.34107,0.000199,0.000199,0.000199
