epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,104.875,1.9244,4.38884,2.08824,0,0,0,0,0,0,0,0.0701596,0.0033156,0.0033156
2,200.265,1.99966,3.79034,2.17466,0,0,0,0,0,0,0,0.0400937,0.00658311,0.00658311
3,293.373,2.21905,3.74131,2.40792,0,0,0,0,0,0,0,0.00996193,0.00978462,0.00978462
4,385.911,2.31378,3.727,2.5343,0,0,0,0,0,0,0,0.009703,0.009703,0.009703
5,479.299,2.29151,3.68367,2.62475,0,0,0,0,0,0,0,0.009604,0.009604,0.009604
6,572.624,2.24526,3.60112,2.55593,0,0,0,0,0,0,0,0.009505,0.009505,0.009505
7,666.215,2.19602,3.47959,2.50819,0,0,0,0,0,0,0,0.009406,0.009406,0.009406
8,762.023,2.14897,3.38661,2.46809,0,0,0,0,0,0,0,0.009307,0.009307,0.009307
9,854.412,2.11987,3.27645,2.41364,0,0,0,0,0,0,0,0.009208,0.009208,0.009208
10,948.146,2.0717,3.2144,2.37045,0,0,0,0,0,0,0,0.009109,0.009109,0.009109
11,1041.32,2.08621,3.18772,2.36261,0,0,0,0,0,0,0,0.00901,0.00901,0.00901
12,1135.16,2.06549,3.13437,2.32458,0,0,0,0,0,0,0,0.008911,0.008911,0.008911
13,1228.65,2.00219,3.04799,2.2715,0,0,0,0,0,0,0,0.008812,0.008812,0.008812
14,1321.72,2.00475,2.98525,2.25762,0,0,0,0,0,0,0,0.008713,0.008713,0.008713
15,1416.02,1.98556,2.93949,2.24514,0,0,0,0,0,0,0,0.008614,0.008614,0.008614
16,1509.69,1.96832,2.92027,2.23578,0,0,0,0,0,0,0,0.008515,0.008515,0.008515
17,1602.26,1.95498,2.88563,2.21722,0,0,0,0,0,0,0,0.008416,0.008416,0.008416
18,1694.53,1.93687,2.82704,2.21302,0,0,0,0,0,0,0,0.008317,0.008317,0.008317
19,1786.74,1.90645,2.82293,2.17605,0,0,0,0,0,0,0,0.008218,0.008218,0.008218
20,1879.81,1.88634,2.75028,2.16601,0,0,0,0,0,0,0,0.008119,0.008119,0.008119
21,1972.7,1.89515,2.73194,2.16848,0,0,0,0,0,0,0,0.00802,0.00802,0.00802
22,2067.88,1.89619,2.71506,2.1547,0,0,0,0,0,0,0,0.007921,0.007921,0.007921
23,2163.1,1.85951,2.68363,2.12689,0,0,0,0,0,0,0,0.007822,0.007822,0.007822
24,2255.8,1.85806,2.6089,2.13126,0,0,0,0,0,0,0,0.007723,0.007723,0.007723
25,2349.07,1.8291,2.60524,2.09959,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
26,2447.03,1.86541,2.60356,2.12158,0,0,0,0,0,0,0,0.007525,0.007525,0.007525
27,2542.12,1.80945,2.52283,2.06688,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
28,2644.34,1.82314,2.54049,2.08151,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
29,2742.08,1.80803,2.49158,2.05955,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
30,2838.59,1.79494,2.46655,2.05161,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
28,222.382,1.80551,2.54796,2.07599,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
31,2938.24,1.79836,2.45326,2.0496,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
29,317.468,1.80313,2.53722,2.08143,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
32,3036.31,1.7929,2.4326,2.0471,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
30,410.501,1.80864,2.54567,2.08237,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
33,3132.85,1.76594,2.42297,2.02955,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
31,503.048,1.81381,2.45776,2.06433,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
32,596.05,1.76305,2.41045,2.03851,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
34,3230.26,1.78158,2.4389,2.02248,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
33,689.356,1.76058,2.41421,2.01477,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
35,3327.61,1.76698,2.33953,2.02816,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
34,782.553,1.76343,2.41166,2.03503,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
36,3425.46,1.75429,2.34194,2.00364,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
35,875.178,1.75245,2.37792,2.00906,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
37,3523.21,1.75009,2.34104,1.99814,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
36,967.084,1.75026,2.32035,1.98954,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
38,3620.54,1.74515,2.33577,1.98472,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
37,1059.2,1.72465,2.30915,1.97782,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
39,3717.92,1.73991,2.28016,1.98804,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
38,1150.98,1.76112,2.34481,2.0027,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
40,3815.27,1.75273,2.29414,1.97867,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
39,1243.26,1.73893,2.30121,1.98265,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
41,3914.92,1.74314,2.24734,1.98381,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
40,1334.62,1.68903,2.25422,1.92185,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
42,4011.43,1.70796,2.21731,1.94492,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
41,1425.53,1.70906,2.21918,1.95163,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
43,4110.24,1.70799,2.20673,1.95446,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
42,1518.38,1.7071,2.18966,1.95835,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
44,4207.28,1.66855,2.16792,1.92379,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
43,1613.23,1.69014,2.20916,1.9527,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
45,4308.2,1.6991,2.1924,1.93655,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
44,1708.13,1.71175,2.23751,1.96865,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
46,4408.04,1.68239,2.15374,1.92712,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
45,1802.73,1.69977,2.16544,1.94867,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
47,4507.31,1.67336,2.14763,1.926,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
46,1897.17,1.66183,2.16672,1.91085,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
48,4606.63,1.6636,2.13725,1.91262,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
47,1992.88,1.63886,2.12577,1.90616,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
49,4703.84,1.66887,2.15698,1.91975,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
48,2085.78,1.66128,2.13286,1.91452,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
50,4801.93,1.63117,2.06008,1.89114,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
49,2177.88,1.66493,2.09555,1.89996,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
50,2270.71,1.63873,2.10584,1.89142,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
51,4902.31,1.6628,2.0921,1.92236,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
