epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,117.186,1.85816,4.33505,2.07236,0,0,0,0,0,0,0,0.0701596,0.0033156,0.0033156
2,214.219,1.95936,3.70825,2.14111,0,0,0,0,0,0,0,0.0400937,0.00658311,0.00658311
3,307.101,2.12271,3.59431,2.3459,0,0,0,0,0,0,0,0.00996193,0.00978462,0.00978462
4,399.369,2.23384,3.63925,2.50832,0,0,0,0,0,0,0,0.009703,0.009703,0.009703
5,492.497,2.24207,3.58217,2.49869,0,0,0,0,0,0,0,0.009604,0.009604,0.009604
6,584.134,2.21453,3.47234,2.4716,0,0,0,0,0,0,0,0.009505,0.009505,0.009505
7,678.108,2.14497,3.34952,2.4218,0,0,0,0,0,0,0,0.009406,0.009406,0.009406
8,773.524,2.12147,3.25119,2.37584,0,0,0,0,0,0,0,0.009307,0.009307,0.009307
9,865.668,2.08928,3.16177,2.35826,0,0,0,0,0,0,0,0.009208,0.009208,0.009208
10,959.033,2.0343,3.09683,2.30406,0,0,0,0,0,0,0,0.009109,0.009109,0.009109
11,1056.95,2.04474,3.06012,2.31457,0,0,0,0,0,0,0,0.00901,0.00901,0.00901
12,1150.34,1.99391,2.98223,2.25382,0,0,0,0,0,0,0,0.008911,0.008911,0.008911
13,1242.67,1.97735,2.92433,2.21991,0,0,0,0,0,0,0,0.008812,0.008812,0.008812
14,1335.54,1.96649,2.88004,2.21149,0,0,0,0,0,0,0,0.008713,0.008713,0.008713
15,1428.82,1.91841,2.77395,2.18076,0,0,0,0,0,0,0,0.008614,0.008614,0.008614
16,1523.5,1.92709,2.75595,2.17864,0,0,0,0,0,0,0,0.008515,0.008515,0.008515
17,1615.24,1.91141,2.75456,2.16015,0,0,0,0,0,0,0,0.008416,0.008416,0.008416
18,1708.17,1.89306,2.72352,2.12853,0,0,0,0,0,0,0,0.008317,0.008317,0.008317
19,1802.58,1.88514,2.66067,2.13248,0,0,0,0,0,0,0,0.008218,0.008218,0.008218
20,1895.77,1.88394,2.67657,2.13804,0,0,0,0,0,0,0,0.008119,0.008119,0.008119
21,1990.88,1.86906,2.65382,2.12954,0,0,0,0,0,0,0,0.00802,0.00802,0.00802
22,2084.91,1.83611,2.59788,2.1101,0,0,0,0,0,0,0,0.007921,0.007921,0.007921
23,2178.55,1.83712,2.51636,2.07639,0,0,0,0,0,0,0,0.007822,0.007822,0.007822
24,2271.61,1.80859,2.469,2.0649,0,0,0,0,0,0,0,0.007723,0.007723,0.007723
25,2364.35,1.81654,2.48675,2.0613,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
26,2457.26,1.79957,2.43869,2.03335,0,0,0,0,0,0,0,0.007525,0.007525,0.007525
27,2550.43,1.78944,2.40557,2.01607,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
28,2643.85,1.76681,2.36446,2.01079,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
29,2734.73,1.73584,2.31654,1.97266,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
30,2831.91,1.75344,2.34112,1.99095,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
31,2924.89,1.78717,2.35964,2.00721,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
32,3022.04,1.74477,2.30479,1.98228,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
33,3114.84,1.72021,2.23635,1.9639,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
34,3206.72,1.73621,2.25853,1.98405,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
35,3298.26,1.70074,2.22119,1.96579,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
36,3394.01,1.70067,2.20004,1.94275,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
37,3486.46,1.69704,2.21477,1.93937,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
38,3579.51,1.69342,2.1779,1.9381,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
39,3671.91,1.67227,2.14731,1.90944,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
40,3764.3,1.66123,2.13219,1.90401,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
41,3858.36,1.64844,2.12483,1.91308,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
42,3952.1,1.64383,2.09936,1.90415,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
43,4045.52,1.64442,2.09834,1.88978,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
44,4138.68,1.64032,2.05693,1.87632,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
45,4232.84,1.64835,2.0513,1.89316,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
46,4326.61,1.64092,2.05059,1.87301,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
47,4419.55,1.61615,2.01113,1.8714,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
48,4512.11,1.62174,2.00112,1.87312,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
49,4610.47,1.62004,1.99815,1.85419,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
50,4709.21,1.60407,1.95711,1.85205,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
51,4801.66,1.58643,1.9653,1.8389,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
52,4894.98,1.5827,1.9358,1.82836,0,0,0,0,0,0,0,0.004951,0.004951,0.004951
53,4988.55,1.58543,1.88946,1.83787,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
54,5081.56,1.61008,1.94451,1.85135,0,0,0,0,0,0,0,0.004753,0.004753,0.004753
55,5175.94,1.56457,1.8835,1.82731,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
